algorithm,system_mean_mbps,jain_flow_throughput,flow_0_mean_mbps,flow_1_mean_mbps
HOLD,2.6328019047619016,0.9972763212156057,1.2476057142857175,1.3851961904761843
QMW,2.6350076190476277,0.976066933065491,1.111198095238098,1.5238095238095297
F-D-MW,2.6264800000000093,0.9789816005047927,1.1208171428571454,1.5056628571428639
